source_entity_ref,cohort_name,cohort_dim,metric_name,value,sample_size,timestamp
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9423,1324,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9198,2710,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.9044,3624,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,1.0,2912,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9403,2751,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9203,1517,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.9284,2935,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,1.0,4486,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.8716,1732,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.8727,2623,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9163,2044,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9543,3790,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8668,2770,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.8954,2523,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.966,865,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9603,1376,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9618,2819,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9165,4003,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9253,225,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9251,3673,2026-05-02T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.8627,2104,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.8693,2613,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9356,4372,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9065,1299,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9211,2676,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.971,881,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.963,310,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.8718,4053,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9349,3357,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9076,3412,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.905,1386,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8878,4615,2026-05-08T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9641,192,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.881,4715,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9682,1837,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9276,2654,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.945,1106,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9004,776,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8914,1623,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9387,3928,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9065,1641,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.8993,1190,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9051,208,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8792,2873,2026-05-14T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9119,562,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9221,2331,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.8632,1310,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9594,1666,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9514,2331,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9803,1063,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.9242,4061,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.8713,1687,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9176,777,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9077,3637,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9699,1047,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8643,2961,2026-05-20T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9236,2590,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.953,3855,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9056,4576,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9309,2032,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8826,3647,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.8839,2278,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8844,1514,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9244,540,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9432,3114,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9293,2386,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8461,1131,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9311,2139,2026-05-26T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9022,4733,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9479,2712,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.94,780,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9176,3893,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9603,1514,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.88,3850,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.916,4707,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9389,4523,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9311,4265,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9657,489,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9454,1775,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8719,2421,2026-06-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9225,1989,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9118,3180,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9199,4605,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9842,4919,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8919,144,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.8692,1624,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8881,4954,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9682,2872,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9059,750,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.963,2845,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8681,4065,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9499,1442,2026-06-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9087,929,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.8609,4235,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9071,4335,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9246,503,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8868,4582,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9484,1912,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8712,357,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.8954,1666,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.8863,2360,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9188,1481,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9065,114,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9126,3952,2026-06-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.915,2449,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9549,3193,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9165,4842,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.8747,2075,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9121,4234,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9688,3403,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8632,4145,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9843,2168,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9115,1866,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.8911,592,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8657,1823,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9652,2629,2026-06-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9506,4831,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9232,2788,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.8968,482,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.8789,129,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8671,649,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9267,2927,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.9583,1224,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9436,2734,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.8848,2504,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9388,3132,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9402,4023,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8849,1127,2026-06-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9271,1568,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9051,4748,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.8633,4327,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.8932,2512,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9481,2740,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9245,3705,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.9663,4617,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9632,3589,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.8748,1562,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.97,1579,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8993,4321,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9616,260,2026-07-01T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.913,3540,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9298,1287,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9225,1066,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9646,3904,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9728,1815,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9739,4087,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.871,3009,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9138,2106,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9516,283,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.8613,3806,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9375,4775,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8658,2348,2026-07-07T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.8603,1258,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9405,313,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.8721,2809,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9008,2508,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8768,3934,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.9183,1241,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.9107,1973,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9449,3022,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9045,1585,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.8745,778,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.9683,2644,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.8592,1154,2026-07-13T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9461,3936,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.9149,3415,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.8603,3546,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.932,3523,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.8661,2628,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.8902,4225,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8764,3971,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9452,1324,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9629,4184,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9146,3248,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8923,1754,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9738,758,2026-07-19T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,18-30,age_group,accuracy,0.9486,1822,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,31-45,age_group,accuracy,0.947,1019,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,46-60,age_group,accuracy,0.9233,2376,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,61-75,age_group,accuracy,0.9616,3444,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,75+,age_group,accuracy,0.9201,1949,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Female,sex,accuracy,0.875,4534,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Male,sex,accuracy,0.8755,1345,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Other,sex,accuracy,0.9049,2531,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Commercial,insurance,accuracy,0.9242,2699,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicare,insurance,accuracy,0.9485,4703,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Medicaid,insurance,accuracy,0.8833,768,2026-07-25T16:00:00Z
mlflow://experiment-5/medical-image-anomaly-detector,Self-pay,insurance,accuracy,0.9401,3878,2026-07-25T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,18-30,age_group,r2_score,0.9715,2872,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,31-45,age_group,r2_score,0.9666,986,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,46-60,age_group,r2_score,0.9001,3111,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,61-75,age_group,r2_score,0.8991,3613,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,75+,age_group,r2_score,0.8799,2237,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Female,sex,r2_score,0.9372,2352,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Male,sex,r2_score,0.8728,4582,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Other,sex,r2_score,0.8697,3562,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Commercial,insurance,r2_score,0.9608,1361,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicare,insurance,r2_score,0.884,2371,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicaid,insurance,r2_score,0.9463,1327,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Self-pay,insurance,r2_score,0.8779,4663,2026-05-02T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,18-30,age_group,r2_score,0.9027,4484,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,31-45,age_group,r2_score,0.8958,1890,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,46-60,age_group,r2_score,0.867,4753,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,61-75,age_group,r2_score,0.9417,523,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,75+,age_group,r2_score,0.9051,2090,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Female,sex,r2_score,0.946,4579,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Male,sex,r2_score,0.8943,4251,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Other,sex,r2_score,0.9662,1346,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Commercial,insurance,r2_score,0.9488,457,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicare,insurance,r2_score,0.9531,214,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicaid,insurance,r2_score,0.9176,3092,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Self-pay,insurance,r2_score,0.866,989,2026-05-08T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,18-30,age_group,r2_score,0.9144,2943,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,31-45,age_group,r2_score,0.949,4739,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,46-60,age_group,r2_score,0.9419,2718,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,61-75,age_group,r2_score,0.866,3255,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,75+,age_group,r2_score,0.8969,2056,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Female,sex,r2_score,0.9258,4651,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Male,sex,r2_score,0.8795,3644,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Other,sex,r2_score,0.8818,3227,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Commercial,insurance,r2_score,0.9305,2764,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicare,insurance,r2_score,0.9227,1230,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicaid,insurance,r2_score,0.9589,648,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Self-pay,insurance,r2_score,0.8905,4505,2026-05-14T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,18-30,age_group,r2_score,0.9278,3220,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,31-45,age_group,r2_score,0.9352,2405,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,46-60,age_group,r2_score,0.8909,4277,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,61-75,age_group,r2_score,0.9496,1879,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,75+,age_group,r2_score,0.856,3715,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Female,sex,r2_score,0.9674,3454,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Male,sex,r2_score,0.9001,3063,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Other,sex,r2_score,0.9501,934,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Commercial,insurance,r2_score,0.9683,1219,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicare,insurance,r2_score,0.9424,277,2026-05-20T16:00:00Z
mlflow://experiment-6/length-of-stay-predictor,Medicaid,insurance,r2_score,0.897,131,2026-05-20T16:00:00Z
